8632 15 17 15 6644 310 70 27 14 18 4 266 372 584 6889 1509 28 776 48 11 25 57 16 9613 122 63 102 28 132 138 511 0 3 60 30 16 25 86 17 54 13 24 91 29 9 27 803 308 421 1 12 189 2941 323 12 61 13 15 14 3 34 134 563 2141 19 168 26 44 35 61 10 14 74 1 68 2142 5415 4256 356 35 3 265 57 226 146 28 1 0 14 465 0 2 1 1335 1515 145 5 4 1 0 20 9 23 327 2172 1 4 0 0 0 0 0 107 0 4 11 0 7 27 61 4 0 3 0 0 0 3 5 2 0 0 1 2 2 5 2 1 6 0 0 11 267 34 1 1 0 1 0 0 0 12 96 18 6 330 0 4 1 60 11 0 1 0 30
0 15122 1 0 8 3 1 0 3 24 237 3 9 9 8 15 13 110 15845 596 8050 2179 80 45 26 10 29 0 0 44 1 1 6 285 19 5 1446 457 1 0 4 20153 788 875 1 0 20 732 4 395 2254 0 3 1 4 23 2619 1128 2109 1048 582 0 91 3 30 13 1 1 0 0 0 794 239 2 15 639 6 136 12 295 75 2 27 0 22 2 47 4 0 0 12 1 0 0 0 0 1 4 10 36 0 0 0 0 2 0 0 12 99 8 14 1 0 9 5 56 0 0 134 1 0 0 10 0 1 29 8 0 0 0 11 3 118 1 1 0 12 0 4 1 0 0 0 1 21 1 17 2 4 17 0 2 0 132 55 0 0 0 0 10 2 10 0 3
0 0 11690 599 19 113 683 1876 31 5 0 293 16 43 211 12896 631 170 4 5 0 2 0 30 25 993 1291 4976 4169 1376 5 1 3 19 1 15 6 20 2 10 112 1 13 1 3275 703 7 396 446 0 1 21 40 117 8 26 0 1 0 0 0 13 5 0 5 756 1783 52 289 3 9 4 14 3 412 5714 1095 2279 601 698 15 7 277 131 243 78 26 2 0 2 2 2950 117 3 14 100 807 73 24 1 106 8 20 172 2566 24 11 22 7 2 1 11 7 104 1301 387 1307 1934 749 0 0 15 54 0 168 23 57 5 4 82 4 8 7 779 1082 2 36 35 3 0 26 17 42 46 66 0 12 1 1 0 3 0 0 9 940 512 65 130 1 420 10 63 15 186
0 0 0 17594 1 1 2 15 1 0 0 4045 24 84 139 1180 1998 639 7 3 0 1 2 53 134 8160 335 6262 4329 193 2 0 57 297 1 351 74 155 10 8 2726 0 38 2 4176 43 20 405 6467 2 1 17 16 133 50 125 3 1 1 3 0 6 1 0 9 88 699 390 356 0 2 28 184 13 90 926 461 2474 409 117 8 0 30 9 22 9 3 0 0 1 0 148 6 1 3 12 125 6 1 1 10 0 1 44 376 0 0 3 1 0 0 0 0 6 77 47 44 242 93 0 0 1 4 0 9 3 7 2 0 2 0 0 0 64 103 0 10 2 0 0 4 1 15 3 7 0 0 0 0 0 0 0 0 2 78 54 12 46 0 28 0 6 1 36
0 0 0 0 4810 1186 187 61 46 83 1 101 173 218 5878 8240 23 339 25 4 14 21 27 2233 7 17 24 4 31 221 1702 20 0 17 15 7 11 20 9 30 5 7 23 22 6 54 307 142 223 0 3 40 920 141 1 10 6 5 3 0 10 71 879 102 36 507 6 17 4 431 36 2 18 0 31 993 2699 1812 196 33 1 318 41 287 168 25 3 1 24 680 0 2 2 1674 2188 156 7 4 0 0 11 11 21 298 2429 3 2 0 0 0 1 0 123 2 2 2 0 3 14 83 12 0 2 3 0 0 2 5 2 0 0 0 0 0 8 3 0 5 0 0 9 319 30 0 2 0 0 0 0 0 10 152 13 0 493 0 3 2 105 9 0 0 0 14
0 0 0 0 0 22487 6339 1043 1051 1382 0 54 10 79 587 15723 4 80 2 2 2 10 347 470 4 8 89 3 15 4019 1278 866 0 7 2 0 4 9 1 13 7 5 5 145 3 987 35 30 59 0 1 33 100 29 0 4 1 0 0 0 11 14 752 10 598 4848 17 4 1 2838 970 0 4 1 5 226 1021 449 26 264 1 1448 95 386 211 35 2 0 24 743 0 8 3 1735 2442 334 15 3 0 2 34 11 55 603 3239 1 8 0 4 0 0 1 128 5 4 17 1 10 53 95 4 0 2 1 2 2 2 6 12 1 0 2 6 4 22 3 4 7 0 0 22 435 107 4 1 0 0 0 0 0 25 181 11 15 1115 5 4 0 104 12 0 3 1 3
0 0 0 0 0 0 8724 3753 598 623 3 278 9 119 617 19115 6 39 0 0 4 6 159 103 4 15 124 14 70 3141 100 79 0 8 0 6 6 4 5 46 6 1 5 69 12 1641 9 10 143 0 0 61 78 124 0 4 0 1 0 0 3 11 72 2 418 1762 13 17 13 85 815 2 4 1 4 293 1859 188 53 129 2 220 117 185 119 19 3 0 0 56 0 29 8 139 288 534 153 2 2 2 194 5 75 907 2050 1 4 15 4 1 1 0 12 20 13 44 13 130 65 1 3 1 1 0 5 24 14 4 8 0 0 1 3 9 47 1 3 18 0 0 66 151 259 1 13 0 6 0 1 1 6 4 0 8 514 16 60 28 10 10 6 10 0 6
0 0 0 0 0 0 0 5781 897 419 0 63 2 26 150 8480 14 10 0 2 0 0 77 46 8 48 153 45 294 4356 45 23 3 11 2 0 2 5 0 3 10 1 4 40 86 4716 3 9 51 0 0 10 37 41 0 7 1 0 0 1 5 1 31 0 384 1404 28 8 29 42 1136 3 11 1 10 193 133 99 40 99 3 98 49 26 41 21 5 1 2 4 0 413 4 29 37 116 288 15 3 0 17 2 6 104 826 1 1 4 1 1 0 0 2 5 17 47 45 513 96 0 0 0 4 1 4 2 6 1 4 2 0 1 3 75 83 0 4 3 0 0 3 13 28 1 4 0 1 0 0 0 0 3 0 3 383 22 12 41 4 38 4 1 1 4
0 0 0 0 0 0 0 0 1667 418 1 26 1 10 46 917 0 7 9 7 2 4 69 55 41 77 191 1 1 4140 52 24 31 143 5 43 31 64 2 4 33 6 38 28 0 382 4 107 12 2 0 4 9 9 5 36 2 5 1 4 4 0 49 1 551 1155 12 4 1 37 1074 10 62 7 5 203 55 91 13 123 10 127 68 8 38 0 39 7 1 10 1 13 3 25 37 7 3 33 9 1 6 1 1 19 57 0 1 11 5 2 0 6 4 45 64 199 9 6 469 0 0 10 15 1 16 18 15 0 1 4 0 6 9 7 49 1 23 1 0 0 4 11 1 29 22 1 4 1 0 2 0 4 0 16 139 24 1 0 3 133 6 21 5 2
0 0 0 0 0 0 0 0 0 816 254 29 2 10 61 1211 1 16 90 545 72 329 403 66 39 34 120 1 4 2777 74 26 42 171 3 28 90 67 2 3 19 42 63 2726 2 69 6 134 10 21 9 5 9 7 3 78 17 96 9 14 142 2 47 0 1661 1537 1 3 1 62 27 37 87 3 5 204 76 82 14 842 20 192 53 7 27 10 149 5 1 10 15 24 0 22 41 11 4 40 15 74 5 0 0 19 59 1 0 16 84 29 118 44 4 25 45 193 13 6 471 2 0 6 16 3 17 12 9 0 0 1 18 7 314 10 56 0 20 1 1 4 1 10 10 8 17 3 23 0 1 61 0 6 0 167 224 31 1 0 3 140 3 19 1 12
