9073 9 6 5 6579 280 47 8 0 8 2 134 105 491 6461 1207 2 464 44 12 9 13 14 4437 119 22 28 12 67 23 398 5 3 39 4 8 64 145 29 19 14 6 9 3 7 8 664 18 206 4 2 339 2017 174 0 22 1 7 4 11 6 81 38 212 2 80 5 13 15 28 5 11 106 1 68 1389 5359 2310 205 7 1 50 139 337 146 33 0 0 17 385 0 2 2 1356 1931 117 6 3 6 0 50 20 275 1558 3780 4 13 4 2 0 0 5 169 10 11 2 3 19 13 103 7 2 3 0 3 0 3 8 10 4 0 0 1 1 7 1 1 17 0 0 82 591 267 0 4 0 3 1 0 0 83 79 0 0 218 3 17 5 151 5 0 5 0 24
0 20592 1 3 4 3 3 3 7 65 811 55 1 5 286 27 23 231 27599 7322 9654 11022 222 24 778 28 843 4 19 89 0 2 29 928 89 13 3205 1275 0 0 7 15052 1299 949 7 3 18 1100 13 834 2799 27 17 17 4 317 6169 4051 5765 5444 3087 3 44 9 518 111 8 7 3 1 6 388 1399 13 28 1836 70 237 9 623 157 5 159 2 126 42 82 39 0 1 97 3 0 1 0 9 3 2 10 238 4 0 2 27 44 5 0 363 698 80 65 33 1 89 5 69 1 18 321 0 2 3 40 17 3 96 84 0 0 0 329 41 270 1 4 1 125 0 13 4 0 0 14 1 49 37 176 7 16 39 0 1 0 326 55 4 8 5 0 17 18 35 0 3
0 0 26548 541 11 40 157 2822 52 0 3 301 11 89 185 20818 262 14 5 4 0 0 60 30 24 536 1664 2438 4482 645 2 4 46 93 0 28 12 27 7 8 67 2 4 2 5412 3757 4 420 337 0 0 22 57 121 0 34 0 1 0 0 0 5 0 1 1 2310 268 42 337 1 6 0 28 21 294 7725 1737 2222 376 1063 0 3 745 266 332 230 67 6 0 1 0 9910 282 6 3 47 1517 263 4 2 166 7 35 178 2925 91 1 34 43 1 1 20 6 170 2824 1059 2912 2060 1558 0 0 114 437 28 258 46 208 7 0 234 0 4 1 2154 5515 0 197 68 5 0 40 10 30 68 123 0 24 7 0 0 5 1 0 22 1765 941 94 129 0 125 19 250 28 119
0 0 0 10186 5 1 2 10 0 0 0 4570 6 107 218 724 2916 111 16 6 1 1 16 34 294 11208 485 5998 5588 45 0 0 257 343 2 90 53 177 4 18 2150 1 6 0 3328 14 11 1783 6626 2 0 119 6 91 10 166 0 5 0 4 1 8 0 1 2 88 1651 273 226 0 0 5 115 57 89 2338 451 4016 488 474 3 0 71 25 22 25 5 1 0 0 0 351 13 1 0 4 185 1 0 0 7 0 2 14 458 8 0 0 4 0 0 0 0 5 67 81 71 386 68 0 0 3 11 0 7 2 6 0 0 1 0 0 1 90 176 0 11 2 0 0 3 0 3 1 5 0 1 0 0 0 1 0 0 2 93 30 2 37 0 5 1 11 0 29
0 0 0 0 2716 673 135 25 12 28 0 131 156 689 6437 7919 3 691 41 10 10 0 9 1951 102 14 35 10 54 84 805 24 3 45 0 6 31 69 26 21 10 1 5 4 7 40 654 15 338 2 0 148 1868 563 1 26 0 9 7 8 1 137 52 52 6 190 0 9 21 99 21 2 63 2 54 1039 2656 1615 177 9 1 65 220 462 201 45 3 1 20 389 0 5 3 1482 2565 135 18 7 4 0 95 22 387 2033 4971 2 22 4 2 0 0 1 158 15 24 5 1 38 19 106 11 2 2 1 1 0 8 7 9 6 0 0 0 5 3 1 5 22 0 0 127 749 345 7 2 0 5 0 0 0 89 82 1 1 384 2 25 10 136 5 0 6 0 39
0 0 0 0 0 22245 4470 485 305 828 0 14 6 31 209 14790 2 80 7 0 2 3 236 389 1 0 48 6 8 2033 2493 3488 0 1 0 0 3 2 1 0 2 0 5 181 2 443 58 8 37 1 0 2 74 18 0 1 1 4 0 2 16 9 181 11 174 5371 1 1 0 2626 566 0 0 0 8 93 583 204 19 68 1 1243 147 605 215 20 2 1 106 747 1 1 2 1964 4267 171 6 6 8 6 42 13 216 1253 5526 2 18 13 12 0 1 21 402 4 3 4 2 17 17 469 90 3 3 0 4 2 5 0 5 1 3 0 7 1 6 0 4 17 0 0 75 546 263 1 2 0 11 1 0 0 59 479 0 15 1974 1 7 1 590 3 1 1 0 5
0 0 0 0 0 0 7336 2187 534 765 0 210 1 34 232 13460 0 29 18 12 2 1 213 42 10 2 125 5 20 3622 205 173 1 5 2 0 8 10 0 10 3 2 10 147 1 1371 11 11 173 0 1 16 107 90 0 11 0 6 1 1 19 3 17 1 244 2974 4 5 2 106 1137 2 3 1 29 237 182 116 26 76 0 156 556 265 246 96 8 3 5 17 1 13 17 81 146 491 70 0 3 4 306 1 68 891 3118 21 7 23 35 3 2 7 15 35 18 31 17 401 63 19 0 2 5 1 0 6 12 7 6 1 4 1 10 17 29 1 12 93 0 0 32 58 466 4 21 2 21 0 0 3 2 20 0 16 1034 13 232 174 17 11 4 6 0 35
0 0 0 0 0 0 0 5001 850 223 1 58 0 11 66 8854 2 2 18 15 4 2 65 6 12 7 212 34 452 3431 23 19 3 2 0 0 3 6 0 1 0 1 6 60 26 5214 3 8 69 0 0 6 60 36 0 16 2 6 0 1 5 1 3 0 149 1444 11 19 23 15 1175 1 2 0 10 112 55 87 24 31 1 13 182 73 73 48 11 1 1 5 0 382 16 7 14 35 526 50 1 2 34 0 5 103 1140 7 0 10 26 1 0 3 0 15 16 40 51 522 81 2 1 0 7 0 3 4 12 2 0 1 3 1 4 101 153 0 10 5 1 0 3 7 41 1 11 0 5 0 1 0 2 3 0 10 621 13 17 57 4 18 0 5 0 14
0 0 0 0 0 0 0 0 1456 803 4 14 0 4 14 321 2 2 38 32 9 2 186 4 11 34 463 11 0 11639 16 13 16 63 4 9 32 34 0 1 9 13 22 174 3 486 1 65 7 4 0 1 11 4 0 68 2 17 1 2 16 0 2 0 759 913 5 1 0 9 4037 5 17 6 8 110 7 30 0 83 5 13 83 1 41 13 27 11 0 5 11 35 2 3 2 4 1 23 6 13 0 0 2 12 30 3 0 45 55 5 3 10 3 35 63 112 1 6 391 0 1 11 46 8 9 16 62 1 0 19 17 9 22 2 102 0 56 3 2 0 0 2 11 4 35 5 22 0 5 3 0 1 0 37 144 6 1 2 2 87 7 35 2 0
0 0 0 0 0 0 0 0 0 243 284 8 0 1 23 915 0 8 89 584 36 590 221 15 22 4 251 0 3 2367 44 46 6 33 3 5 40 25 0 0 3 52 29 1572 0 18 1 28 12 6 9 1 12 7 0 41 10 65 2 7 81 0 7 0 1506 1615 0 3 1 26 104 2 18 2 5 74 19 23 5 123 1 56 38 11 16 6 37 8 0 6 8 0 0 7 12 10 0 1 5 57 5 0 3 26 83 1 0 41 113 12 68 14 1 9 6 11 0 8 49 4 1 0 8 1 1 15 22 0 0 1 39 6 48 0 1 0 25 1 2 3 1 5 8 0 14 0 19 1 2 9 1 10 0 54 47 0 2 1 3 6 3 7 1 2
